Gene stable ID,Gene Synonym,Gene name
ENSG00000300013,,
ENSG00000295329,,
ENSG00000169689,CENP-X,CENPX
ENSG00000169689,FAAP10,CENPX
ENSG00000169689,MGC14480,CENPX
ENSG00000169689,MHF2,CENPX
ENSG00000169689,STRA13,CENPX
ENSG00000300028,,
ENSG00000300043,,
ENSG00000299736,,
ENSG00000305808,,
ENSG00000295338,,
ENSG00000300071,,
ENSG00000305823,,
ENSG00000299743,,
ENSG00000295345,,
ENSG00000300089,,
ENSG00000261014,,LINC02165
ENSG00000273084,AC092171.5,LINC03073
ENSG00000300125,,
ENSG00000249502,AC006160.1,MED28-DT
ENSG00000249502,LAP3-AS1,MED28-DT
ENSG00000236324,,SNX9-AS1
ENSG00000300131,,
ENSG00000231046,,MFSD4B-DT
ENSG00000300146,,
ENSG00000298550,,
ENSG00000163257,C4ORF30,DCAF16
ENSG00000163257,FLJ20280,DCAF16
ENSG00000300161,,
ENSG00000250682,BC008363,LINC00491
ENSG00000260848,,
ENSG00000295254,,
ENSG00000201314,,Y_RNA
ENSG00000299752,,
ENSG00000302837,,
ENSG00000299758,,
ENSG00000260303,,
ENSG00000299764,,
ENSG00000248809,,LINC01095
ENSG00000299766,,
ENSG00000299767,,
ENSG00000188365,,
ENSG00000291006,,
ENSG00000182165,H_RG012D21.9,TP53TG1
ENSG00000182165,LINC00096,TP53TG1
ENSG00000182165,TP53AP1,TP53TG1
ENSG00000182165,TP53LC12,TP53TG1
ENSG00000295369,,
ENSG00000305858,,
ENSG00000271918,,
ENSG00000295381,,
ENSG00000259840,,
ENSG00000295386,,
ENSG00000300170,,
ENSG00000305914,,
ENSG00000270969,,
ENSG00000286338,,
ENSG00000295396,,
ENSG00000110719,A3,TCIRG1
ENSG00000110719,ATP6I,TCIRG1
ENSG00000110719,ATP6N1C,TCIRG1
ENSG00000110719,ATP6V0A3,TCIRG1
ENSG00000110719,OC-116,TCIRG1
ENSG00000110719,OC116,TCIRG1
ENSG00000110719,TIRC7,TCIRG1
ENSG00000305915,,
ENSG00000295427,,
ENSG00000305939,,
ENSG00000120647,MGC13183,CCDC77
ENSG00000300187,,
ENSG00000295443,,
ENSG00000300191,,
ENSG00000295463,,
ENSG00000235740,LNCIHS,PHACTR2-AS1
ENSG00000235740,NR027113,PHACTR2-AS1
ENSG00000305960,,
ENSG00000295484,,
ENSG00000222449,,RNU6-1140P
ENSG00000247925,,
ENSG00000071677,PRH,PRLH
ENSG00000300209,,
ENSG00000250602,,
ENSG00000124839,,RAB17
ENSG00000262097,,LINC02185
ENSG00000279372,,
ENSG00000237346,,
ENSG00000184502,GAS,GAST
ENSG00000290062,,
ENSG00000173805,HAP2,HAP1
ENSG00000173805,HHLP1,HAP1
ENSG00000173805,HIP5,HAP1
ENSG00000173805,HLP,HAP1
ENSG00000291220,,
ENSG00000295504,,
ENSG00000295519,,
ENSG00000306016,,
ENSG00000260083,,MIR762HG
ENSG00000295537,,
ENSG00000295543,,
ENSG00000306134,,
ENSG00000260018,,MBTPS1-DT
ENSG00000295550,,
ENSG00000302907,,
ENSG00000287253,,
ENSG00000306178,,
ENSG00000295662,,
ENSG00000295678,,
ENSG00000231533,,
ENSG00000307093,,
ENSG00000261241,LINC02187,LINC02128
ENSG00000164167,YDR378C,LSM6
ENSG00000289189,,
ENSG00000295716,,
ENSG00000295722,,
ENSG00000295727,,
ENSG00000201920,RN5S442,RNA5SP442
ENSG00000289766,,
ENSG00000239542,,RN7SL399P
ENSG00000230286,,
ENSG00000173801,CTNNG,JUP
ENSG00000173801,DP3,JUP
ENSG00000173801,DPIII,JUP
ENSG00000173801,PDGB,JUP
ENSG00000173801,PG,JUP
ENSG00000173801,PKGB,JUP
ENSG00000134532,L-SOX5,SOX5
ENSG00000134532,MGC35153,SOX5
ENSG00000084764,EB3,MAPRE3
ENSG00000084764,RP3,MAPRE3
ENSG00000203688,,LINC02487
ENSG00000251010,,
ENSG00000261455,,LINC01003
ENSG00000294159,,
ENSG00000294177,,
ENSG00000273247,,RAB33B-AS1
ENSG00000299792,,
ENSG00000299805,,
ENSG00000299820,,
ENSG00000299829,,
ENSG00000182134,TDRD2,TDRKH
ENSG00000299836,,
ENSG00000299853,,
ENSG00000299924,,
ENSG00000293157,,
ENSG00000299941,,
ENSG00000272717,,
ENSG00000287651,,
ENSG00000286896,,
ENSG00000306234,,
ENSG00000286759,,
ENSG00000300055,,
ENSG00000295733,,
ENSG00000260268,,LINC00919
ENSG00000287594,,
ENSG00000286526,,
ENSG00000261268,LOC490,QKILA
ENSG00000295747,,
ENSG00000289747,,
ENSG00000225914,XXBAC-BPG154L12.4,TSBP1-AS1
ENSG00000300085,,
ENSG00000072274,CD71,TFRC
ENSG00000072274,P90,TFRC
ENSG00000072274,TFR1,TFRC
ENSG00000295486,,
ENSG00000300102,,
ENSG00000286320,,
ENSG00000300110,,
ENSG00000145391,KIAA1717,SETD7
ENSG00000145391,KMT7,SETD7
ENSG00000145391,SET7,SETD7
ENSG00000145391,SET7/9,SETD7
ENSG00000145391,SET9,SETD7
ENSG00000019485,PFM8,PRDM11
ENSG00000300114,,
ENSG00000242593,,
ENSG00000119777,FLJ20254,TMEM214
ENSG00000214534,ZNF705E,ZNF705EP
ENSG00000137500,MDS011,CCDC90B
ENSG00000137500,MDS025,CCDC90B
ENSG00000273133,,
ENSG00000261749,,LINC02180
ENSG00000305530,,
ENSG00000305512,,
ENSG00000294387,,
ENSG00000272549,,LINC02538
ENSG00000294363,,
ENSG00000295773,,
ENSG00000225339,,
ENSG00000304423,,
ENSG00000141696,LEPREL4,P3H4
ENSG00000141696,NO55,P3H4
ENSG00000141696,SC65,P3H4
ENSG00000298736,,
ENSG00000261707,,
ENSG00000295803,,
ENSG00000295821,,
ENSG00000238045,AC009133.12,MVP-DT
ENSG00000295829,,
ENSG00000295830,,
ENSG00000109743,BST-1,BST1
ENSG00000109743,CADPR2,BST1
ENSG00000109743,CD157,BST1
ENSG00000288879,,
ENSG00000295842,,
ENSG00000290496,,LINC03003
ENSG00000178053,,MLF1
ENSG00000306565,,
ENSG00000261348,,LINC02136
ENSG00000274925,CTD-2547G23.4,ZKSCAN2-DT
ENSG00000300118,,
ENSG00000306665,,
ENSG00000300124,,
ENSG00000246898,CALIC,LINC00920
ENSG00000246898,LINRIS,LINC00920
ENSG00000197462,,
ENSG00000286790,,
ENSG00000290751,TCP10,TCP10L3
ENSG00000306821,,
ENSG00000306859,,
ENSG00000141756,FKBP6,FKBP10
ENSG00000141756,FKBP65,FKBP10
ENSG00000141756,FLJ20683,FKBP10
ENSG00000141756,FLJ22041,FKBP10
ENSG00000141756,FLJ23833,FKBP10
ENSG00000141756,HFKBP65,FKBP10
ENSG00000306882,,
ENSG00000260442,,ATP2A1-AS1
ENSG00000168367,,LINC00917
ENSG00000241324,,
ENSG00000084693,CCP5,AGBL5
ENSG00000084693,FLJ21839,AGBL5
ENSG00000295863,,
ENSG00000216192,HSA-MIR-920,MIR920
ENSG00000216192,MIRN920,MIR920
ENSG00000256852,,KNOP1P1
ENSG00000295864,,
ENSG00000244662,,
ENSG00000286478,,
ENSG00000183395,MCH,PMCH
ENSG00000300153,,
ENSG00000300163,,
ENSG00000243574,,
ENSG00000281344,LINC-HELLP,HELLPAR
ENSG00000264554,,RN7SL793P
ENSG00000017427,IGF,IGF1
ENSG00000017427,IGF-I,IGF1
ENSG00000017427,IGF1A,IGF1
ENSG00000017427,IGFI,IGF1
ENSG00000269293,,ZSCAN16-AS1
ENSG00000263956,NBPF24,NBPF11
ENSG00000300213,,
ENSG00000300234,,
ENSG00000290114,,
ENSG00000237870,,
ENSG00000121895,FLJ23235,TMEM156
ENSG00000300247,,
ENSG00000300256,,
ENSG00000300259,,
ENSG00000300276,,
ENSG00000300277,,
ENSG00000181211,,HECW1-IT1
ENSG00000255003,HCP28,CYCSP28
ENSG00000249207,,
ENSG00000141698,CN-IIIB,NT5C3B
ENSG00000141698,MGC20781,NT5C3B
ENSG00000141698,NT5C3L,NT5C3B
ENSG00000166689,DKFZP686M22243,PLEKHA7
ENSG00000300292,,
ENSG00000300306,,
ENSG00000300309,,
ENSG00000300326,,
ENSG00000300358,,
ENSG00000306939,,
ENSG00000300407,,
ENSG00000157796,CFAP66,WDR19
ENSG00000157796,DYF-2,WDR19
ENSG00000157796,FAP66,WDR19
ENSG00000157796,FLJ23127,WDR19
ENSG00000157796,IFT144,WDR19
ENSG00000157796,KIAA1638,WDR19
ENSG00000157796,NPHP13,WDR19
ENSG00000157796,ORF26,WDR19
ENSG00000157796,OSEG6,WDR19
ENSG00000157796,PWDMP,WDR19
ENSG00000300422,,
ENSG00000269826,,
ENSG00000257254,,
ENSG00000293394,,
ENSG00000285040,,
ENSG00000067715,P65,SYT1
ENSG00000067715,SVP65,SYT1
ENSG00000067715,SYT,SYT1
ENSG00000269667,,
ENSG00000231636,,AGBL5-AS1
ENSG00000272056,,
ENSG00000306976,,
ENSG00000229122,,AGBL5-IT1
ENSG00000290420,,
ENSG00000272148,,
ENSG00000228474,,OST4
ENSG00000295878,,
ENSG00000300432,,
ENSG00000138080,DKFZP586M121,EMILIN1
ENSG00000138080,EMILIN,EMILIN1
ENSG00000138080,GP115,EMILIN1
ENSG00000240973,,
ENSG00000295882,,
ENSG00000291008,,
ENSG00000300450,,
ENSG00000286458,,
ENSG00000295955,,
ENSG00000228361,,
ENSG00000295974,,
ENSG00000242973,,TDRD6-AS1
ENSG00000134250,,NOTCH2
ENSG00000261049,,
ENSG00000295991,,
ENSG00000300483,,
ENSG00000229315,,MCHR2-AS1
ENSG00000307128,,
ENSG00000300502,,
ENSG00000300503,,
ENSG00000300590,,
ENSG00000290927,,
ENSG00000300594,,
ENSG00000300692,,
ENSG00000300698,,
ENSG00000300717,,
ENSG00000224865,,
ENSG00000300758,,
ENSG00000300776,,
ENSG00000143994,FLJ36128,ABHD1
ENSG00000143994,LABH1,ABHD1
ENSG00000289366,,
ENSG00000300822,,
ENSG00000234722,TCONS_L2_00027522,LINC01287
ENSG00000149177,CD148,PTPRJ
ENSG00000149177,DEP1,PTPRJ
ENSG00000149177,HPTPETA,PTPRJ
ENSG00000296026,,
ENSG00000290034,,
ENSG00000168827,EFGM,GFM1
ENSG00000168827,EGF1,GFM1
ENSG00000168827,GFM,GFM1
ENSG00000168827,MTEF-G1,GFM1
ENSG00000296086,,
ENSG00000290554,,ADCY10P1
ENSG00000226733,,
ENSG00000296122,,
ENSG00000138073,SEC12,PREB
ENSG00000293117,,
ENSG00000296175,,
ENSG00000296183,,
ENSG00000296194,,
ENSG00000288560,,
ENSG00000141527,BIMP2,CARD14
ENSG00000141527,CARMA2,CARD14
ENSG00000141527,PSORS2,CARD14
ENSG00000296199,,
ENSG00000296207,,
ENSG00000300842,,
ENSG00000300843,,
ENSG00000300860,,
ENSG00000296236,,
ENSG00000206675,RNU6-32,RNU6-32P
ENSG00000300872,,
ENSG00000308113,,
ENSG00000300876,,
ENSG00000296254,,
ENSG00000307545,,
ENSG00000285524,,
ENSG00000296274,,
ENSG00000307420,,
ENSG00000300889,,
ENSG00000305572,,
ENSG00000289530,,INKILN
ENSG00000204091,LINC00532,TDRG1
ENSG00000204091,LINCRNA-NR_024015,TDRG1
ENSG00000132849,CIPP,PATJ
ENSG00000132849,INADL,PATJ
ENSG00000260653,,MIR3147HG
ENSG00000228277,,UMLILO
ENSG00000169429,3-10C,CXCL8
ENSG00000169429,AMCF-I,CXCL8
ENSG00000169429,B-ENAP,CXCL8
ENSG00000169429,GCP-1,CXCL8
ENSG00000169429,GCP1,CXCL8
ENSG00000169429,IL-8,CXCL8
ENSG00000169429,IL8,CXCL8
ENSG00000169429,K60,CXCL8
ENSG00000169429,LECT,CXCL8
ENSG00000169429,LUCT,CXCL8
ENSG00000169429,LYNAP,CXCL8
ENSG00000169429,MDNCF,CXCL8
ENSG00000169429,MONAP,CXCL8
ENSG00000169429,NAF,CXCL8
ENSG00000169429,NAP-1,CXCL8
ENSG00000169429,NAP1,CXCL8
ENSG00000169429,SCYB8,CXCL8
ENSG00000169429,TSG-1,CXCL8
ENSG00000263693,HSA-MIR-3161,MIR3161
ENSG00000175619,OST208,OR4B1
ENSG00000255514,HG449,OR4B2P
ENSG00000172208,,OR4X2
ENSG00000301475,,
ENSG00000176567,,OR4X1
ENSG00000298131,,
ENSG00000173597,ST1B2,SULT1B1
ENSG00000149781,KIND3,FERMT3
ENSG00000149781,MGC10966,FERMT3
ENSG00000149781,MIG2B,FERMT3
ENSG00000149781,UNC112C,FERMT3
ENSG00000149781,URP2,FERMT3
ENSG00000186143,C2ORF53,PRR30
ENSG00000186143,MGC44505,PRR30
ENSG00000079257,,LXN
ENSG00000300903,,
ENSG00000300909,,
ENSG00000296291,,
ENSG00000163792,BHLHA24,TCF23
ENSG00000163792,OUT,TCF23
ENSG00000300931,,
ENSG00000300946,,
ENSG00000226070,FLJ41649,LINC00951
ENSG00000226070,LINCRNA-UC003OPF.1,LINC00951
ENSG00000300951,,
ENSG00000126549,STR,STATH
ENSG00000236861,,BET1-AS1
ENSG00000138074,SMVT,SLC5A6
ENSG00000072756,CCA1,TRNT1
ENSG00000072756,CGI-47,TRNT1
ENSG00000072756,MTCCA,TRNT1
ENSG00000293518,,
ENSG00000300989,,
ENSG00000301018,,
ENSG00000301038,,
ENSG00000205649,HIS2,HTN3
ENSG00000287032,,
ENSG00000301054,,
ENSG00000307163,,
ENSG00000307195,,
ENSG00000259929,,
ENSG00000293421,CSN1S2A,CSN1S2AP
ENSG00000301065,,
ENSG00000235139,,LINC03017
ENSG00000307278,,
ENSG00000283304,,LINC02183
ENSG00000246379,,GNAO1-DT
ENSG00000298916,,
ENSG00000145309,C4ORF35,CABS1
ENSG00000145309,CLPH,CABS1
ENSG00000145309,FLJ32897,CABS1
ENSG00000145309,NYD-SP26,CABS1
ENSG00000308728,,
ENSG00000301092,,
ENSG00000109208,PBI,SMR3A
ENSG00000109208,PRL5,SMR3A
ENSG00000109208,PROL5,SMR3A
ENSG00000171201,P-B,SMR3B
ENSG00000171201,PRL3,SMR3B
ENSG00000171201,PROL3,SMR3B
ENSG00000301094,,
ENSG00000296306,,
ENSG00000301098,,
ENSG00000296324,,
ENSG00000301168,,
ENSG00000301173,,
ENSG00000197251,C6ORF227,LINC00336
ENSG00000197251,FLJ43752,LINC00336
ENSG00000197251,NCRNA00336,LINC00336
ENSG00000171199,BPLP,OPRPN
ENSG00000171199,PRL1,OPRPN
ENSG00000171199,PROL1,OPRPN
ENSG00000301176,,
ENSG00000228124,,MDN1-AS1
ENSG00000301216,,
ENSG00000234089,,
ENSG00000296341,,
ENSG00000296344,,
ENSG00000296349,,
ENSG00000296399,,
ENSG00000296350,,
ENSG00000235149,,
ENSG00000301229,,
ENSG00000296368,,
ENSG00000290729,,
ENSG00000296370,,
ENSG00000296382,,
ENSG00000289750,,
ENSG00000307403,,
ENSG00000296400,,
ENSG00000300929,,
ENSG00000296447,,
ENSG00000300900,,
ENSG00000241946,,PSMG3P1
ENSG00000300873,,
ENSG00000289847,,
ENSG00000221788,HSA-MIR-1252,MIR1252
ENSG00000221788,MIRN1252,MIR1252
ENSG00000257604,,
ENSG00000310010,,
ENSG00000163728,FLJ00166,TTC14
ENSG00000163728,KIAA1980,TTC14
ENSG00000257956,,NOP56P3
ENSG00000176915,KIAA0692,ANKLE2
ENSG00000176915,LEM4,ANKLE2
ENSG00000176915,LEMD7,ANKLE2
ENSG00000290024,,
ENSG00000108733,,PEX12
ENSG00000260041,,
ENSG00000307404,,
ENSG00000307452,,
ENSG00000310034,,
ENSG00000263520,CRAT40,LINC02563
ENSG00000300494,,
ENSG00000168646,DKFZP781B0869,AXIN2
ENSG00000168646,MGC126582,AXIN2
ENSG00000307474,,
ENSG00000109794,DKFZP564J102,FAM149A
ENSG00000109794,MST119,FAM149A
ENSG00000109794,MSTP119,FAM149A
ENSG00000307481,,
ENSG00000223646,,LINC03076
ENSG00000084774,GATD4,CAD
ENSG00000167323,D11S4896E,STIM1
ENSG00000167323,GOK,STIM1
ENSG00000307483,,
ENSG00000307484,,
ENSG00000249231,LINC00918,CASC16
ENSG00000249231,LOC643714,CASC16
ENSG00000296470,,
ENSG00000296487,,
ENSG00000247077,BXLBV68,PGAM5
ENSG00000247077,MGC5352,PGAM5
ENSG00000296499,,
ENSG00000307496,,
ENSG00000296517,,
ENSG00000275441,,
ENSG00000296540,,
ENSG00000290429,,
ENSG00000296558,,
ENSG00000296576,,
ENSG00000296595,,
ENSG00000296599,,
ENSG00000296613,,
ENSG00000296619,,
ENSG00000296633,,
ENSG00000296645,,
ENSG00000296662,,
ENSG00000287485,,
ENSG00000285800,,
ENSG00000234206,,
ENSG00000266076,,
ENSG00000261261,,
ENSG00000296677,,
ENSG00000248593,,DSTNP2
ENSG00000296682,,
ENSG00000154240,CCDC46,CEP112
ENSG00000154240,MGC33887,CEP112
ENSG00000272937,OR6U1P,OR6U2P
ENSG00000296697,,
ENSG00000203408,,OR6C71P
ENSG00000296734,,
ENSG00000307532,,
ENSG00000233606,,OR6C66P
ENSG00000286220,,
ENSG00000290863,,
ENSG00000260963,AC026462.3,LINC03064
ENSG00000255583,,
ENSG00000296750,,
ENSG00000284862,CFAP59,CCDC39
ENSG00000284862,CILD14,CCDC39
ENSG00000284862,DKFZP434A128,CCDC39
ENSG00000284862,FAP59,CCDC39
ENSG00000244050,,DEFB109F
ENSG00000293066,,
ENSG00000164845,,FAM86FP
ENSG00000257896,,
ENSG00000257542,OR7E141,OR7E47P
ENSG00000274928,KRT123P,KRT89P
ENSG00000274928,KRTHBP2,KRT89P
ENSG00000274928,PSIHHBB,KRT89P
ENSG00000301323,,
ENSG00000263080,,
ENSG00000301373,,
ENSG00000256594,,
ENSG00000301402,,
ENSG00000175206,ANP,NPPA
ENSG00000175206,PND,NPPA
ENSG00000307680,,
ENSG00000260854,,LINC02184
ENSG00000185684,EP400NL,EP400P1
ENSG00000185684,FLJ33915,EP400P1
ENSG00000301444,,
ENSG00000285670,,
ENSG00000296769,,
ENSG00000307770,,
ENSG00000237987,,
ENSG00000301483,,
ENSG00000260201,,
ENSG00000285961,,
ENSG00000290926,,LINC03006
ENSG00000250654,,
ENSG00000256274,T2R64,TAS2R64P
ENSG00000256274,T2R64P,TAS2R64P
ENSG00000250770,,
ENSG00000296793,,
ENSG00000307926,,
ENSG00000170498,,KISS1
ENSG00000256069,A2MP,A2MP1
ENSG00000290563,,
ENSG00000307937,,
ENSG00000086015,KIAA0807,MAST2
ENSG00000086015,MAST205,MAST2
ENSG00000261029,,MPHOSPH6-DT
ENSG00000296799,,
ENSG00000296815,,
ENSG00000256650,,RERG-IT1
ENSG00000296855,,
ENSG00000255660,,RERG-AS1
ENSG00000236389,,
ENSG00000256283,,METTL8P1
ENSG00000307949,,
ENSG00000243916,,
ENSG00000307970,,
ENSG00000271327,,
ENSG00000296864,,
ENSG00000289067,,
ENSG00000289991,,
ENSG00000139323,FLJ14923,POC1B
ENSG00000139323,TUWD12,POC1B
ENSG00000139323,WDR51B,POC1B
ENSG00000289618,,
ENSG00000296874,,
ENSG00000308012,,
ENSG00000296877,,
ENSG00000308016,,
ENSG00000272008,,
ENSG00000145075,,
ENSG00000271040,,TMEM242-DT
ENSG00000296916,,
ENSG00000296922,,
ENSG00000115194,ZNT3,SLC30A3
ENSG00000260057,TCONS_00024399,LINC01571
ENSG00000284844,COMT2,TOMT
ENSG00000296927,,
ENSG00000183269,,OR52E8
ENSG00000285336,,
ENSG00000132274,GPSTAF50,TRIM22
ENSG00000132274,RNF94,TRIM22
ENSG00000132274,STAF50,TRIM22
ENSG00000296950,,
ENSG00000242811,,RN7SL229P
ENSG00000242068,,RNF13P1
ENSG00000241473,,ACTBP16
ENSG00000239516,,FLYWCH1P1
ENSG00000213157,,RPL32P10
ENSG00000296954,,
ENSG00000205981,PAM18,DNAJC19
ENSG00000205981,TIM14,DNAJC19
ENSG00000205981,TIMM14,DNAJC19
ENSG00000296953,,
ENSG00000296971,,
ENSG00000251126,,
ENSG00000296991,,
ENSG00000278214,,LINC02139
ENSG00000248152,,ANK2-AS1
ENSG00000234215,,CT66
ENSG00000284999,,
ENSG00000310386,,
ENSG00000249373,,
ENSG00000297003,,
ENSG00000308059,,
ENSG00000293227,,
ENSG00000308075,,
ENSG00000304978,,
ENSG00000290756,,
ENSG00000304532,,
ENSG00000308110,,
ENSG00000235172,,LINC01366
ENSG00000259833,,
ENSG00000163793,CSP-GAMMA,DNAJC5G
ENSG00000163793,FLJ40417,DNAJC5G
ENSG00000291124,,
ENSG00000297010,,
ENSG00000297019,,
ENSG00000297030,,
ENSG00000308135,,
ENSG00000297032,,
ENSG00000260402,,
ENSG00000297040,,
ENSG00000297054,,
ENSG00000272221,,MICA-AS1
ENSG00000226982,CENPC,CENPCP1
ENSG00000226982,CENPC1P1,CENPCP1
ENSG00000226982,CENPC2,CENPCP1
ENSG00000259075,,POC1B-GALNT4
ENSG00000162409,AMPK,PRKAA2
ENSG00000162409,AMPKA2,PRKAA2
ENSG00000162409,PRKAA,PRKAA2
ENSG00000231876,,
ENSG00000145362,CFAP87,ANK2
ENSG00000145362,FAP87,ANK2
ENSG00000145362,LQT4,ANK2
ENSG00000242140,,MATR3P2
ENSG00000253522,,MIR3142HG
ENSG00000206932,RNU6-4,RNU6-4P
ENSG00000206932,U6-4,RNU6-4P
ENSG00000237806,,FAUP2
ENSG00000257594,GALNAC-T4,GALNT4
ENSG00000114416,,FXR1
ENSG00000279939,,
ENSG00000271587,,
ENSG00000138100,MURF,TRIM54
ENSG00000138100,MURF-3,TRIM54
ENSG00000138100,RNF30,TRIM54
ENSG00000252207,RN5S365,RNA5SP365
ENSG00000270870,,
ENSG00000257480,,MRPL2P1
ENSG00000266707,MOV34L,PSMD7P1
ENSG00000266707,PSMD7L,PSMD7P1
ENSG00000300272,,
ENSG00000252823,,RNU6-148P
ENSG00000091583,B2G1,APOH
ENSG00000091583,BG,APOH
ENSG00000070961,PMCA1,ATP2B1
ENSG00000300280,,
ENSG00000297125,,
ENSG00000290019,,
ENSG00000287598,,
ENSG00000308176,,
ENSG00000250274,,
ENSG00000297132,,
ENSG00000308178,,
ENSG00000308182,,
ENSG00000300298,,
ENSG00000308188,,
ENSG00000255409,,RSF1-IT1
ENSG00000293473,CENPBD1,CENPBD1P
ENSG00000293473,MGC16385,CENPBD1P
ENSG00000300303,,
ENSG00000087884,C11ORF67,AAMDC
ENSG00000087884,CK067,AAMDC
ENSG00000087884,FLJ21035,AAMDC
ENSG00000087884,PTD015,AAMDC
ENSG00000297151,,
ENSG00000196189,CORD10,SEMA4A
ENSG00000196189,FLJ12287,SEMA4A
ENSG00000196189,SEMAB,SEMA4A
ENSG00000196189,SEMB,SEMA4A
ENSG00000252653,RN5S444,RNA5SP444
ENSG00000260381,,
ENSG00000225793,,TMEM30A-DT
ENSG00000300307,,
ENSG00000284242,,
ENSG00000244044,,RN7SL735P
ENSG00000300322,,
ENSG00000264630,,PRKCA-AS1
ENSG00000308270,,
ENSG00000300323,,
ENSG00000108924,MGC33822,HLF
ENSG00000300327,,
ENSG00000300347,,
ENSG00000163794,UCN1,UCN
ENSG00000163794,UI,UCN
ENSG00000163794,UROC,UCN
ENSG00000254299,,LINC01944
ENSG00000262454,HYPERLNC,MIR193BHG
ENSG00000262454,LINCNORS,MIR193BHG
ENSG00000300355,,
ENSG00000115204,SYM1,MPV17
ENSG00000300361,,
ENSG00000300362,,
ENSG00000300367,,
ENSG00000286871,,
ENSG00000300368,,
ENSG00000297172,,
ENSG00000297174,,
ENSG00000300381,,
ENSG00000237174,,
ENSG00000300383,,
ENSG00000300387,,
ENSG00000263096,,
ENSG00000108960,MMA,MMD
ENSG00000108960,PAQR11,MMD
ENSG00000297183,,
ENSG00000300404,,
ENSG00000250961,,RMEL3
ENSG00000297192,,
ENSG00000308281,,
ENSG00000254691,,
ENSG00000110651,S5.7,CD81
ENSG00000110651,TAPA-1,CD81
ENSG00000110651,TAPA1,CD81
ENSG00000110651,TSPAN28,CD81
ENSG00000297199,,
ENSG00000308286,,
ENSG00000297201,,
ENSG00000308290,,
ENSG00000297207,,
ENSG00000245888,,NSMCE1-DT
ENSG00000284797,,CIST1
ENSG00000297216,,
ENSG00000262135,GARSP1,GARS1P1
ENSG00000297227,,
ENSG00000268922,,
ENSG00000200107,,RNU6-1249P
ENSG00000261873,,SMIM36
ENSG00000167785,FLJ30932,ZNF558
ENSG00000300418,,
ENSG00000035862,CSC-21K,TIMP2
ENSG00000308301,,
ENSG00000260528,,FAM157C
ENSG00000300419,,
ENSG00000300426,,
ENSG00000300435,,
ENSG00000286271,,
ENSG00000297243,,
ENSG00000297247,,
ENSG00000289838,,
ENSG00000297265,,
ENSG00000293541,,
ENSG00000300462,,
ENSG00000300486,,
ENSG00000251450,CTC-459I6.1,RASGRF2-AS1
ENSG00000121361,KIR6.1,KCNJ8
ENSG00000269300,,
ENSG00000170948,MBD3L,MBD3L1
ENSG00000300526,,
ENSG00000178404,DDC8,CEP295NL
ENSG00000178404,KIAA1731NL,CEP295NL
ENSG00000300546,,
ENSG00000300556,,
ENSG00000300575,,
ENSG00000300576,,
ENSG00000269400,,
ENSG00000181143,CA-125,MUC16
ENSG00000181143,CA125,MUC16
ENSG00000181143,FLJ14303,MUC16
ENSG00000136449,AMAP-1,MYCBPAP
ENSG00000136449,DKFZP434N1415,MYCBPAP
ENSG00000300583,,
ENSG00000250994,,
ENSG00000276136,,
ENSG00000257094,,
ENSG00000301543,,
ENSG00000257852,,
ENSG00000301571,,
ENSG00000271357,,
ENSG00000287162,,
ENSG00000301582,,
ENSG00000221978,ANIA-6B,CCNL2
ENSG00000221978,CCNM,CCNL2
ENSG00000221978,CCNS,CCNL2
ENSG00000221978,HLA-ISO,CCNL2
ENSG00000221978,PCEE,CCNL2
ENSG00000221978,SB138,CCNL2
ENSG00000300625,,
ENSG00000285892,,
ENSG00000301607,,
ENSG00000300645,,
ENSG00000151746,,BICD1
ENSG00000300647,,
ENSG00000169432,ETHA,SCN9A
ENSG00000169432,NAV1.7,SCN9A
ENSG00000169432,NE-NA,SCN9A
ENSG00000169432,NENA,SCN9A
ENSG00000169432,PN1,SCN9A
ENSG00000301608,,
ENSG00000301643,,
ENSG00000300650,,
ENSG00000301666,,
ENSG00000272537,,
ENSG00000300659,,
ENSG00000250564,,LINC02999
ENSG00000271758,,
ENSG00000250358,RP11-159K7.2,LINC02200
ENSG00000166405,AYST720,RIC3
ENSG00000166405,FLJ11608,RIC3
ENSG00000166405,PRO1385,RIC3
ENSG00000261172,,
ENSG00000234084,,
ENSG00000227502,LINC01268,MROCKI
ENSG00000227502,LOC285758,MROCKI
ENSG00000227502,ROCKI,MROCKI
ENSG00000308363,,
ENSG00000308383,,
ENSG00000224322,,
ENSG00000308404,,
ENSG00000308408,,
ENSG00000300672,,
ENSG00000308429,,
ENSG00000251169,LNC-APUE,LINC01843
ENSG00000260136,,
ENSG00000300694,,
ENSG00000114455,B7-H5,HHLA2
ENSG00000114455,B7-H7,HHLA2
ENSG00000114455,B7H7,HHLA2
ENSG00000114455,B7Y,HHLA2
ENSG00000297310,,
ENSG00000300714,,
ENSG00000263280,,
ENSG00000277342,,
ENSG00000258134,,
ENSG00000297313,,
ENSG00000233760,LNC-SNX10-87,LINC03095
ENSG00000300735,,
ENSG00000274964,,
ENSG00000297330,,
ENSG00000300736,,
ENSG00000276115,,
ENSG00000297331,,
ENSG00000267332,,BOLA3P2
ENSG00000297344,,
ENSG00000267154,,OR1M4P
ENSG00000282458,,WASH5P
ENSG00000297349,,
ENSG00000018236,F3,CNTN1
ENSG00000018236,GP135,CNTN1
ENSG00000287340,,
ENSG00000290820,,
